week_start,campaign_id,country_code,device,impressions,clicks,spend_aed,sessions,engaged_sessions,new_users,add_to_cart,begin_checkout,purchases,revenue_aed
2024-03-18,2,BH,Desktop,2962,153,352.91,154,119,86,28,15,8,978.69
2024-03-18,2,BH,Mobile,12315,519,1156.85,518,338,288,61,31,17,2073.47
2024-03-18,2,BH,Tablet,851,37,88.72,38,27,21,6,3,2,207.37
2024-03-18,2,OM,Desktop,4344,221,443.71,223,175,124,40,22,12,1433.5
2024-03-18,2,OM,Mobile,15335,653,1382.38,655,440,354,74,38,22,2626.42
2024-03-18,2,OM,Tablet,1040,47,96.11,48,33,26,7,4,2,226.82
2024-03-18,2,QA,Desktop,4737,242,762.53,244,193,132,53,28,16,2525.8
2024-03-18,2,QA,Mobile,16556,691,2308.51,702,463,383,97,50,29,4641.56
2024-03-18,2,QA,Tablet,1110,51,162.94,51,36,28,9,5,3,420.51
2024-03-18,2,SA,Desktop,15390,757,1861.56,764,603,426,146,76,41,5148.99
2024-03-18,2,SA,Mobile,55634,2313,5664.81,2302,1528,1265,272,142,81,10212.3
2024-03-18,2,SA,Tablet,4016,175,422.44,176,124,97,27,14,8,1118.63
2024-03-18,3,AE,Desktop,94524,2176,4012.2,2197,1687,1535,520,273,162,22505.13
2024-03-18,3,AE,Mobile,367287,7073,13395.71,7131,4446,5072,1040,545,313,45396.65
2024-03-18,3,AE,Tablet,24225,507,915.56,511,348,364,98,50,29,4226.45
2024-03-18,3,BH,Desktop,15173,364,529.08,367,279,255,75,39,23,2676.53
2024-03-18,3,BH,Mobile,57027,1104,1712.47,1117,722,791,152,82,47,5734.81
2024-03-18,3,BH,Tablet,3946,86,123.31,87,59,61,14,8,4,525.8
2024-03-18,3,OM,Desktop,19723,488,646.12,492,378,344,101,53,31,3324.53
2024-03-18,3,OM,Mobile,81259,1568,2038.43,1583,1013,1117,204,108,64,7134.03
2024-03-18,3,OM,Tablet,4704,100,138.26,101,69,70,16,9,5,559.57
2024-03-18,3,QA,Desktop,21699,516,1097.67,517,390,362,130,68,38,5999.62
2024-03-18,3,QA,Mobile,83046,1675,3583.16,1681,1059,1180,254,139,80,12851.67
2024-03-18,3,QA,Tablet,5276,115,231.03,116,77,80,23,12,7,1088.75
2024-03-18,3,SA,Desktop,68877,1612,2730.5,1623,1206,1120,347,184,106,14080.85
2024-03-18,3,SA,Mobile,249397,4953,8475.14,4948,3180,3475,699,364,215,27690.49
2024-03-18,3,SA,Tablet,16898,361,592.39,364,250,256,62,32,19,2295.63
2024-03-18,4,AE,Desktop,545591,4981,2313.91,5038,2231,4516,324,168,77,10606.46
2024-03-18,4,AE,Mobile,1979283,15295,6920.63,15363,5781,13479,571,306,146,19318.22
2024-03-18,4,AE,Tablet,142110,1156,505.71,1159,470,1019,55,29,13,1744.93
2024-03-18,4,BH,Desktop,96753,863,306.46,874,397,790,48,26,11,1244.69
2024-03-18,4,BH,Mobile,372995,2794,1027.12,2810,1054,2546,95,51,24,2711.56
2024-03-18,4,BH,Tablet,23617,184,66.18,186,75,167,8,4,2,205.73
2024-03-18,4,OM,Desktop,120248,1087,354.12,1097,498,982,56,29,14,1437.43
2024-03-18,4,OM,Mobile,442119,3316,1069.19,3350,1271,3015,110,57,25,2756.09
2024-03-18,4,OM,Tablet,29164,242,78.27,243,97,221,10,5,2,260.35
2024-03-18,4,QA,Desktop,133837,1224,635.7,1242,547,1140,79,41,19,2768.19
2024-03-18,4,QA,Mobile,544138,4026,2006.6,4076,1541,3635,164,88,42,5947.6
2024-03-18,4,QA,Tablet,33238,271,139.29,272,109,248,14,8,4,514.77
2024-03-18,4,SA,Desktop,448853,3879,1531.14,3913,1782,3529,228,118,54,6251.07
2024-03-18,4,SA,Mobile,1596701,12213,4903.7,12417,4661,11294,451,238,106,13048.59
2024-03-18,4,SA,Tablet,98715,802,331.6,803,321,714,36,18,8,951.36
2024-03-18,5,AE,Desktop,169950,2207,3350.41,2221,1423,1788,248,127,65,8924.37
2024-03-18,5,AE,Mobile,764924,7716,11144.5,7807,4207,6268,524,270,129,17280.98
2024-03-18,5,AE,Tablet,48588,503,726.48,511,299,404,45,23,12,1699.12
2024-03-18,5,BH,Desktop,30770,366,456.94,373,245,299,36,19,9,1100.27
2024-03-18,5,BH,Mobile,123182,1239,1407.37,1248,680,987,77,39,19,2252.62
2024-03-18,5,BH,Tablet,7776,87,101.13,88,51,70,7,4,2,207.55
2024-03-18,5,OM,Desktop,41616,508,531.1,519,338,408,49,26,13,1388.53
2024-03-18,5,OM,Mobile,146929,1481,1623.37,1495,820,1225,89,47,23,2534.08
2024-03-18,5,OM,Tablet,9837,110,114.48,111,65,88,8,4,2,218.34
2024-03-18,5,QA,Desktop,44654,554,934.34,563,356,443,67,34,17,2679.79
2024-03-18,5,QA,Mobile,169965,1716,2825.49,1738,941,1403,126,67,34,5296.81
2024-03-18,5,QA,Tablet,10491,119,200.43,120,70,97,11,6,3,441.28
2024-03-18,5,SA,Desktop,138662,1683,2240.26,1690,1085,1362,166,85,42,5038.17
2024-03-18,5,SA,Mobile,561459,5710,7456.35,5731,3073,4586,380,194,96,11609.51
2024-03-18,5,SA,Tablet,34899,380,510.63,381,218,307,31,16,8,934.2
2024-03-18,6,AE,Desktop,61146,1659,1710.11,1680,1372,365,521,265,171,25949.67
2024-03-18,6,AE,Mobile,234516,4990,5342.88,5032,3527,1116,1045,534,344,51072.83
2024-03-18,6,AE,Tablet,14910,357,366.98,360,264,79,89,46,30,4518.0
2024-03-18,6,BH,Desktop,10106,265,224.94,266,220,60,77,39,25,3177.25
2024-03-18,6,BH,Mobile,40031,925,744.98,929,647,206,168,87,58,7368.76
2024-03-18,6,BH,Tablet,2576,62,50.21,63,46,14,14,7,5,567.65
2024-03-18,6,OM,Desktop,12775,342,272.33,345,285,75,92,48,31,3629.53
2024-03-18,6,OM,Mobile,52633,1145,852.51,1157,805,252,199,103,66,7911.92
2024-03-18,6,OM,Tablet,3323,82,62.11,83,61,18,18,9,6,759.66
2024-03-18,6,QA,Desktop,16326,439,496.25,443,365,98,143,76,50,8232.03
2024-03-18,6,QA,Mobile,52805,1203,1441.45,1212,844,268,251,134,87,13982.94
2024-03-18,6,QA,Tablet,3443,85,100.42,86,63,19,23,12,8,1287.66
2024-03-18,6,SA,Desktop,48501,1288,1126.73,1292,1088,289,356,184,124,16460.29
2024-03-18,6,SA,Mobile,156689,3834,3568.81,3846,2705,856,717,368,246,31175.48
2024-03-18,6,SA,Tablet,12003,275,246.55,278,206,61,64,32,21,2715.04
2024-03-18,7,AE,Desktop,137679,2093,2779.57,2118,1480,1567,365,185,106,13770.64
2024-03-18,7,AE,Mobile,448018,5842,8034.22,5862,3441,4255,618,329,191,25012.49
2024-03-18,7,AE,Tablet,32747,455,607.12,459,293,334,62,32,18,2350.82
2024-03-18,7,BH,Desktop,23926,364,380.89,365,255,267,57,30,17,1777.09
2024-03-18,7,BH,Mobile,83065,1082,1112.01,1089,639,805,110,59,33,3459.9
2024-03-18,7,BH,Tablet,5745,78,81.32,79,49,57,10,5,3,301.78
2024-03-18,7,OM,Desktop,28257,443,436.83,447,312,329,63,33,19,1925.37
2024-03-18,7,OM,Mobile,110244,1481,1438.77,1498,874,1082,139,70,41,4023.76
2024-03-18,7,OM,Tablet,6741,96,91.7,96,59,71,11,6,3,310.22
2024-03-18,7,QA,Desktop,32417,511,751.03,515,353,390,89,46,26,3762.46
2024-03-18,7,QA,Mobile,121360,1575,2256.17,1585,935,1179,181,94,55,7795.34
2024-03-18,7,QA,Tablet,7809,112,164.14,112,70,83,17,9,5,690.26
2024-03-18,7,SA,Desktop,100780,1554,1844.21,1566,1099,1151,242,124,69,7583.72
2024-03-18,7,SA,Mobile,382803,5074,5702.87,5129,3008,3714,519,266,152,17040.78
2024-03-18,7,SA,Tablet,25077,348,409.02,348,215,261,42,21,12,1460.97
2024-03-18,8,AE,Desktop,307517,3031,2497.98,3047,1637,2656,261,137,67,8087.66
2024-03-18,8,AE,Mobile,1049435,8925,7343.31,9023,4059,7943,498,265,128,16214.26
2024-03-18,8,AE,Tablet,73319,645,508.72,652,308,565,45,24,11,1435.33
2024-03-18,8,BH,Desktop,49002,476,315.53,477,260,422,36,19,9,993.06
2024-03-18,8,BH,Mobile,186768,1629,1035.62,1658,742,1440,83,44,21,2183.69
2024-03-18,8,BH,Tablet,11558,103,67.89,103,49,93,6,3,2,163.55
2024-03-18,8,OM,Desktop,67561,697,393.41,701,381,627,51,27,13,1239.07
2024-03-18,8,OM,Mobile,216248,1859,1105.37,1856,835,1616,85,44,21,1984.74
2024-03-18,8,OM,Tablet,15877,143,80.89,144,70,126,8,4,2,203.15
2024-03-18,8,QA,Desktop,69562,707,657.17,716,382,635,61,32,15,2124.18
2024-03-18,8,QA,Mobile,249495,2131,1927.6,2138,982,1839,127,66,31,4349.76
2024-03-18,8,QA,Tablet,17129,155,137.79,156,74,134,11,6,3,369.35
2024-03-18,8,SA,Desktop,223825,2255,1540.68,2270,1231,2001,175,91,42,4796.02
2024-03-18,8,SA,Mobile,788137,6612,4754.45,6649,2993,5769,346,176,87,9311.33
2024-03-18,8,SA,Tablet,53565,478,339.79,482,236,419,29,15,7,807.46
2024-03-18,9,AE,Desktop,291022,2294,1408.76,2304,1129,2070,139,75,34,4025.33
2024-03-18,9,AE,Mobile,1038801,6881,4328.74,6908,2826,6259,279,151,66,8043.56
2024-03-18,9,AE,Tablet,69481,505,309.49,510,225,461,25,13,6,725.3
2024-03-18,9,BH,Desktop,47918,378,187.46,381,187,347,20,11,5,511.31
2024-03-18,9,BH,Mobile,179490,1166,570.94,1177,478,1062,40,22,10,996.38
2024-03-18,9,BH,Tablet,11325,80,40.02,80,35,72,3,2,1,79.92
2024-03-18,9,OM,Desktop,61860,481,217.28,481,238,435,24,13,5,543.68
2024-03-18,9,OM,Mobile,248189,1641,717.03,1657,704,1519,57,30,14,1283.69
2024-03-18,9,OM,Tablet,14843,104,45.73,106,46,95,4,2,1,94.06
2024-03-18,9,QA,Desktop,67638,535,378.86,539,262,482,33,17,8,1050.54
2024-03-18,9,QA,Mobile,246453,1709,1196.71,1725,721,1548,68,36,17,2254.3
2024-03-18,9,QA,Tablet,17239,115,80.2,117,51,105,6,3,1,189.19
2024-03-18,9,SA,Desktop,210735,1724,915.14,1733,844,1593,94,47,22,2280.61
2024-03-18,9,SA,Mobile,853943,5505,2899.97,5535,2283,4880,200,102,47,5037.53
2024-03-18,9,SA,Tablet,52850,361,196.9,365,158,329,16,9,4,437.87
2024-03-18,10,AE,Desktop,15139,102,877.75,102,78,73,12,6,4,988.98
2024-03-18,10,AE,Mobile,55547,311,2596.25,312,191,220,24,13,7,1890.05
2024-03-18,10,AE,Tablet,3517,21,183.13,22,14,15,2,1,1,154.31
2024-03-18,10,BH,Desktop,2407,16,109.49,16,12,11,2,1,1,114.32
2024-03-18,10,BH,Mobile,9067,52,370.27,52,33,37,4,2,1,228.72
2024-03-18,10,BH,Tablet,616,4,24.61,4,2,3,0,0,0,21.91
2024-03-18,10,OM,Desktop,3086,21,127.04,21,15,14,2,1,1,130.06
2024-03-18,10,OM,Mobile,11832,67,416.85,68,42,47,4,2,1,287.15
2024-03-18,10,OM,Tablet,801,5,28.65,5,3,3,0,0,0,26.29
2024-03-18,10,QA,Desktop,3680,24,229.93,24,18,17,3,2,1,273.74
2024-03-18,10,QA,Mobile,13280,76,737.51,76,48,53,6,3,2,564.3
2024-03-18,10,QA,Tablet,860,5,51.03,5,4,4,1,0,0,52.2
2024-03-18,10,SA,Desktop,11615,78,581.56,78,59,55,9,5,3,630.46
2024-03-18,10,SA,Mobile,42262,234,1812.7,235,148,165,17,9,5,1163.37
2024-03-18,10,SA,Tablet,2844,18,127.63,18,12,12,2,1,1,115.3
2024-03-18,11,AE,Desktop,0,0,0.0,4481,3620,2611,766,402,246,35923.33
2024-03-18,11,AE,Mobile,0,0,0.0,13944,9386,8079,1574,838,510,71780.41
2024-03-18,11,AE,Tablet,0,0,0.0,1019,738,581,138,72,43,6169.53
2024-03-18,11,BH,Desktop,0,0,0.0,614,497,350,92,48,30,3446.69
2024-03-18,11,BH,Mobile,0,0,0.0,1824,1196,1064,178,90,56,6509.02
2024-03-18,11,BH,Tablet,0,0,0.0,134,97,77,16,8,5,626.99
2024-03-18,11,OM,Desktop,0,0,0.0,722,575,410,104,53,34,3691.66
2024-03-18,11,OM,Mobile,0,0,0.0,2196,1488,1273,219,113,71,7821.22
2024-03-18,11,OM,Tablet,0,0,0.0,154,110,90,18,9,6,622.54
2024-03-18,11,QA,Desktop,0,0,0.0,1247,1007,721,219,114,73,11541.21
2024-03-18,11,QA,Mobile,0,0,0.0,3716,2461,2155,424,219,135,21087.11
2024-03-18,11,QA,Tablet,0,0,0.0,260,185,152,38,20,12,1871.22
2024-03-18,11,SA,Desktop,0,0,0.0,2956,2378,1722,466,248,152,19304.43
2024-03-18,11,SA,Mobile,0,0,0.0,9250,6255,5337,923,474,298,36212.07
2024-03-18,11,SA,Tablet,0,0,0.0,630,451,358,78,40,26,3139.71
2024-03-18,12,AE,Desktop,0,0,0.0,2830,2451,511,807,431,301,46444.18
2024-03-18,12,AE,Mobile,0,0,0.0,8964,6551,1608,1702,861,608,89482.93
2024-03-18,12,AE,Tablet,0,0,0.0,615,470,114,142,74,51,7687.75
2024-03-18,12,BH,Desktop,0,0,0.0,387,334,69,99,54,37,4797.97
2024-03-18,12,BH,Mobile,0,0,0.0,1194,857,213,201,105,72,9037.04
2024-03-18,12,BH,Tablet,0,0,0.0,88,70,16,19,10,7,873.36
2024-03-18,12,OM,Desktop,0,0,0.0,445,390,80,111,58,41,4881.95
2024-03-18,12,OM,Mobile,0,0,0.0,1393,1010,250,237,120,84,9734.9
2024-03-18,12,OM,Tablet,0,0,0.0,95,73,17,19,10,7,822.05
2024-03-18,12,QA,Desktop,0,0,0.0,832,726,148,256,136,98,17037.43
2024-03-18,12,QA,Mobile,0,0,0.0,2427,1771,442,490,251,176,30068.9
2024-03-18,12,QA,Tablet,0,0,0.0,167,133,30,42,22,17,2799.16
2024-03-18,12,SA,Desktop,0,0,0.0,1941,1717,343,528,269,187,24767.0
2024-03-18,12,SA,Mobile,0,0,0.0,6060,4525,1107,1054,570,397,56809.68
2024-03-18,12,SA,Tablet,0,0,0.0,394,311,72,85,45,32,4439.08
2024-03-18,13,AE,Desktop,0,0,0.0,3117,2452,870,861,450,306,46224.44
2024-03-18,13,AE,Mobile,0,0,0.0,9674,6357,2747,1683,895,620,97584.45
2024-03-18,13,AE,Tablet,0,0,0.0,662,472,182,143,74,51,7639.68
2024-03-18,13,BH,Desktop,0,0,0.0,401,313,113,95,48,33,4003.73
2024-03-18,13,BH,Mobile,0,0,0.0,1236,823,351,192,101,71,8872.07
2024-03-18,13,BH,Tablet,0,0,0.0,93,65,26,18,10,7,833.89
2024-03-18,13,OM,Desktop,0,0,0.0,506,396,141,114,59,41,4699.56
2024-03-18,13,OM,Mobile,0,0,0.0,1520,1000,424,229,117,83,10037.52
2024-03-18,13,OM,Tablet,0,0,0.0,101,70,28,18,10,7,758.57
2024-03-18,13,QA,Desktop,0,0,0.0,865,690,245,240,127,86,14809.86
2024-03-18,13,QA,Mobile,0,0,0.0,2550,1662,723,461,239,157,27299.55
2024-03-18,13,QA,Tablet,0,0,0.0,176,124,50,38,21,15,2519.37
2024-03-18,13,SA,Desktop,0,0,0.0,2158,1681,621,510,276,195,27232.76
2024-03-18,13,SA,Mobile,0,0,0.0,6153,4108,1725,1017,553,376,49481.09
2024-03-18,13,SA,Tablet,0,0,0.0,456,315,128,87,46,32,4074.86
2024-03-18,14,AE,Desktop,0,0,0.0,658,509,359,92,48,27,3628.65
2024-03-18,14,AE,Mobile,0,0,0.0,2126,1364,1175,194,101,56,7773.19
2024-03-18,14,AE,Tablet,0,0,0.0,141,96,79,17,9,5,707.52
2024-03-18,14,BH,Desktop,0,0,0.0,92,69,51,13,7,4,402.51
2024-03-18,14,BH,Mobile,0,0,0.0,292,184,162,24,13,7,794.64
2024-03-18,14,BH,Tablet,0,0,0.0,19,13,10,2,1,1,71.93
2024-03-18,14,OM,Desktop,0,0,0.0,106,81,58,13,7,4,429.2
2024-03-18,14,OM,Mobile,0,0,0.0,318,206,173,26,13,8,817.26
2024-03-18,14,OM,Tablet,0,0,0.0,22,15,12,2,1,1,64.95
2024-03-18,14,QA,Desktop,0,0,0.0,179,137,98,26,13,7,1175.0
2024-03-18,14,QA,Mobile,0,0,0.0,539,342,291,55,29,16,2505.65
2024-03-18,14,QA,Tablet,0,0,0.0,37,25,21,4,2,1,208.82
2024-03-18,14,SA,Desktop,0,0,0.0,456,349,254,60,31,17,2145.39
2024-03-18,14,SA,Mobile,0,0,0.0,1405,893,784,119,62,34,4092.22
2024-03-18,14,SA,Tablet,0,0,0.0,94,65,51,10,5,3,375.57
2024-03-25,1,AE,Desktop,4939,993,1235.86,1000,921,612,384,200,134,18626.88
2024-03-25,1,AE,Mobile,19749,3303,3872.2,3316,2566,2061,786,411,286,40885.23
2024-03-25,1,AE,Tablet,1264,225,268.42,228,187,144,65,35,23,3262.71
2024-03-25,1,BH,Desktop,877,173,171.05,173,159,108,55,30,20,2234.15
2024-03-25,1,BH,Mobile,3185,550,515.84,550,423,338,115,59,40,4651.71
2024-03-25,1,BH,Tablet,207,37,35.81,38,31,23,10,5,3,407.82
2024-03-25,1,OM,Desktop,1008,205,186.96,208,196,131,68,35,24,2581.83
2024-03-25,1,OM,Mobile,4168,725,605.86,725,557,451,143,73,49,5381.14
2024-03-25,1,OM,Tablet,278,49,42.25,49,41,30,12,6,4,461.23
2024-03-25,1,QA,Desktop,1093,226,317.77,227,207,142,90,47,32,4834.91
2024-03-25,1,QA,Mobile,4562,768,1037.63,775,608,489,185,98,67,10766.07
2024-03-25,1,QA,Tablet,273,51,71.44,51,43,31,16,8,6,822.18
2024-03-25,1,SA,Desktop,3756,776,845.26,785,735,477,258,131,90,10566.52
2024-03-25,1,SA,Mobile,14189,2379,2589.46,2396,1846,1459,518,263,180,22685.7
2024-03-25,1,SA,Tablet,1006,179,185.07,181,150,109,48,25,16,1919.44
2024-03-25,2,AE,Desktop,19969,994,2758.28,998,782,549,201,105,59,8710.66
2024-03-25,2,AE,Mobile,82939,3464,9223.74,3487,2357,1914,467,239,132,19227.42
2024-03-25,2,AE,Tablet,4947,224,632.69,226,156,124,37,19,11,1479.52
2024-03-25,2,BH,Desktop,3225,163,365.64,163,127,89,30,16,9,1074.64
2024-03-25,2,BH,Mobile,13705,566,1221.72,572,374,317,70,35,20,2418.54
2024-03-25,2,BH,Tablet,791,35,82.55,36,25,20,5,3,2,190.77
2024-03-25,2,OM,Desktop,4072,205,424.03,206,163,115,35,19,10,1230.97
2024-03-25,2,OM,Mobile,16149,690,1372.92,699,462,386,82,43,24,2688.75
2024-03-25,2,OM,Tablet,1044,48,95.24,48,34,27,7,3,2,202.81
2024-03-25,2,QA,Desktop,4984,240,790.12,244,194,134,52,28,15,2454.79
2024-03-25,2,QA,Mobile,17045,724,2301.68,728,485,401,103,56,32,5184.86
2024-03-25,2,QA,Tablet,1041,47,151.21,48,34,26,8,4,2,374.99
2024-03-25,2,SA,Desktop,15544,782,1959.88,790,623,435,144,74,42,5474.2
2024-03-25,2,SA,Mobile,57480,2458,5928.25,2467,1603,1353,298,151,84,10994.12
2024-03-25,2,SA,Tablet,3513,158,393.62,159,110,88,24,12,7,848.9
2024-03-25,3,AE,Desktop,91469,2131,3987.68,2143,1681,1480,492,259,149,20621.21
2024-03-25,3,AE,Mobile,332662,6488,12265.31,6519,4169,4555,978,502,297,41956.99
2024-03-25,3,AE,Tablet,21724,463,869.93,468,323,324,86,45,26,3661.24
2024-03-25,3,BH,Desktop,15782,362,531.9,362,276,259,75,38,22,2702.78
2024-03-25,3,BH,Mobile,62048,1224,1716.76,1228,784,874,158,81,48,5976.77
2024-03-25,3,BH,Tablet,3680,80,117.32,81,54,56,14,7,4,484.26
2024-03-25,3,OM,Desktop,18725,461,618.38,461,344,323,86,44,25,2856.31
2024-03-25,3,OM,Mobile,75261,1477,2001.45,1494,951,1049,183,93,53,5925.69
2024-03-25,3,OM,Tablet,4960,106,137.15,106,72,75,17,9,5,561.21
2024-03-25,3,QA,Desktop,22565,521,1084.32,524,398,375,129,67,38,5969.26
2024-03-25,3,QA,Mobile,86408,1661,3447.7,1668,1081,1170,261,135,77,11842.2
2024-03-25,3,QA,Tablet,5389,116,235.5,117,81,82,23,13,7,1139.52
2024-03-25,3,SA,Desktop,69518,1633,2665.98,1636,1261,1140,347,180,103,12452.19
2024-03-25,3,SA,Mobile,247750,5053,8430.0,5108,3213,3571,697,362,208,26179.68
2024-03-25,3,SA,Tablet,17274,355,573.57,361,249,250,60,32,18,2272.24
2024-03-25,4,AE,Desktop,554071,4943,2282.48,4986,2252,4499,302,157,72,9583.28
2024-03-25,4,AE,Mobile,2011141,15172,7062.84,15324,5719,13838,594,297,134,18358.73
2024-03-25,4,AE,Tablet,130389,1065,490.11,1084,425,998,52,27,12,1703.71
2024-03-25,4,BH,Desktop,92742,823,311.56,824,371,731,45,24,11,1222.73
2024-03-25,4,BH,Mobile,334374,2512,946.9,2532,962,2288,90,47,21,2415.76
2024-03-25,4,BH,Tablet,22039,173,65.72,175,71,160,8,4,2,226.57
2024-03-25,4,OM,Desktop,127928,1131,369.59,1143,516,1031,58,30,14,1396.22
2024-03-25,4,OM,Mobile,461738,3417,1155.9,3415,1308,3075,111,58,26,2767.87
2024-03-25,4,OM,Tablet,26801,223,76.78,223,89,202,9,5,2,243.81
2024-03-25,4,QA,Desktop,136367,1225,632.05,1233,550,1088,76,41,19,2534.74
2024-03-25,4,QA,Mobile,509266,3829,1990.46,3838,1429,3527,160,85,39,5737.01
2024-03-25,4,QA,Tablet,33412,267,134.56,270,108,249,14,7,3,516.99
2024-03-25,4,SA,Desktop,429688,3846,1556.55,3866,1746,3467,218,117,54,6528.45
2024-03-25,4,SA,Mobile,1458883,11170,4648.62,11204,4264,10090,419,228,105,12964.47
2024-03-25,4,SA,Tablet,105224,846,336.67,844,332,767,37,19,9,1032.54
2024-03-25,5,AE,Desktop,191589,2254,3297.0,2278,1488,1820,256,134,66,9608.92
2024-03-25,5,AE,Mobile,690106,6910,10273.65,6936,3770,5538,490,258,127,18259.84
2024-03-25,5,AE,Tablet,47640,511,767.82,514,299,414,45,24,12,1680.82
2024-03-25,5,BH,Desktop,32912,406,468.63,407,272,321,40,21,11,1269.86
2024-03-25,5,BH,Mobile,115351,1173,1417.89,1186,650,958,74,38,19,2051.05
2024-03-25,5,BH,Tablet,7516,83,102.56,84,49,66,6,3,2,197.97
2024-03-25,5,OM,Desktop,35610,448,497.52,451,299,356,43,22,11,1195.17
2024-03-25,5,OM,Mobile,154000,1604,1658.0,1622,904,1294,100,52,26,2811.57
2024-03-25,5,OM,Tablet,10893,116,123.18,117,69,93,8,4,2,240.32
2024-03-25,5,QA,Desktop,46300,561,927.22,567,367,452,65,34,17,2639.33
2024-03-25,5,QA,Mobile,164130,1719,2879.09,1734,927,1360,127,64,32,4840.68
2024-03-25,5,QA,Tablet,10502,118,201.78,119,69,96,11,6,3,459.87
2024-03-25,5,SA,Desktop,139119,1710,2224.68,1711,1111,1377,176,91,46,5457.37
2024-03-25,5,SA,Mobile,517838,5556,7101.87,5569,3071,4500,366,190,94,11614.49
2024-03-25,5,SA,Tablet,36192,385,518.46,388,228,318,31,17,8,999.29
2024-03-25,6,AE,Desktop,57391,1592,1634.18,1604,1281,349,505,259,169,24361.7
2024-03-25,6,AE,Mobile,231317,5271,5443.54,5308,3650,1167,1099,564,366,55629.21
2024-03-25,6,AE,Tablet,16075,362,366.73,365,266,80,91,47,31,4681.78
2024-03-25,6,BH,Desktop,9623,262,231.57,264,215,60,75,39,25,3101.29
2024-03-25,6,BH,Mobile,38784,904,757.91,910,633,200,167,87,58,7367.58
2024-03-25,6,BH,Tablet,2277,55,46.85,56,41,12,12,6,4,508.59
2024-03-25,6,OM,Desktop,13435,356,267.72,361,293,79,96,51,33,3993.05
2024-03-25,6,OM,Mobile,47094,1054,820.16,1057,728,229,187,101,67,7949.91
2024-03-25,6,OM,Tablet,3272,78,60.84,78,58,17,16,8,6,664.6
2024-03-25,6,QA,Desktop,14354,387,460.93,391,324,87,132,69,45,7299.8
2024-03-25,6,QA,Mobile,53355,1188,1428.44,1189,826,257,249,125,82,13729.96
2024-03-25,6,QA,Tablet,3700,90,103.79,91,67,20,23,12,8,1338.37
2024-03-25,6,SA,Desktop,46984,1244,1128.21,1245,1039,277,361,187,120,15712.88
2024-03-25,6,SA,Mobile,176510,4006,3597.12,4012,2828,890,740,382,248,33983.7
2024-03-25,6,SA,Tablet,11917,282,248.98,284,213,63,64,35,23,2889.15
2024-03-25,7,AE,Desktop,148948,2197,2854.27,2201,1489,1620,359,189,109,13949.68
2024-03-25,7,AE,Mobile,544553,7073,9076.15,7156,4065,5246,773,409,226,29782.52
2024-03-25,7,AE,Tablet,33525,466,609.07,472,290,348,65,35,21,2579.3
2024-03-25,7,BH,Desktop,21566,340,369.56,340,235,247,52,27,15,1668.09
2024-03-25,7,BH,Mobile,86318,1120,1171.09,1140,676,842,116,59,34,3571.05
2024-03-25,7,BH,Tablet,4967,70,76.56,71,43,52,9,4,3,271.51
2024-03-25,7,OM,Desktop,29509,456,426.85,457,318,334,66,35,20,2051.51
2024-03-25,7,OM,Mobile,114470,1428,1391.15,1438,851,1093,132,66,38,3924.44
2024-03-25,7,OM,Tablet,6873,99,93.07,99,63,75,12,6,4,350.65
2024-03-25,7,QA,Desktop,31054,497,715.15,498,346,369,88,46,26,3830.15
2024-03-25,7,QA,Mobile,109512,1482,2185.09,1502,874,1085,169,89,52,7187.21
2024-03-25,7,QA,Tablet,7524,107,161.78,108,67,81,15,8,4,638.78
2024-03-25,7,SA,Desktop,96605,1493,1759.69,1495,1046,1112,234,120,68,7467.9
2024-03-25,7,SA,Mobile,346631,4641,5345.65,4629,2696,3441,461,240,133,14918.91
2024-03-25,7,SA,Tablet,25888,348,403.82,351,214,258,44,23,13,1458.51
2024-03-25,8,AE,Desktop,291402,2951,2418.73,2984,1620,2593,257,139,67,8133.5
2024-03-25,8,AE,Mobile,1078602,9098,7476.46,9092,4066,8007,518,276,133,16605.66
2024-03-25,8,AE,Tablet,69226,623,507.69,629,300,558,43,22,10,1278.79
2024-03-25,8,BH,Desktop,46997,481,319.35,484,264,427,37,19,9,930.8
2024-03-25,8,BH,Mobile,185608,1541,980.98,1539,688,1375,76,39,20,2048.18
2024-03-25,8,BH,Tablet,11233,100,68.8,101,48,89,6,3,2,158.19
2024-03-25,8,OM,Desktop,58905,609,357.54,614,326,540,44,23,11,1105.35
2024-03-25,8,OM,Mobile,239034,2113,1200.91,2130,966,1883,105,55,26,2628.88
2024-03-25,8,OM,Tablet,14514,131,78.83,133,63,117,8,4,2,190.57
2024-03-25,8,QA,Desktop,66815,694,640.31,697,380,606,62,32,16,2096.77
2024-03-25,8,QA,Mobile,260972,2173,1935.22,2192,983,1913,126,64,31,4197.01
2024-03-25,8,QA,Tablet,16935,151,137.74,154,74,135,11,5,3,352.37
2024-03-25,8,SA,Desktop,212664,2249,1616.46,2261,1231,2019,171,90,45,4917.76
2024-03-25,8,SA,Mobile,836897,6888,5073.4,7020,3159,6239,351,182,88,9804.9
2024-03-25,8,SA,Tablet,50329,447,335.58,448,217,392,28,15,7,767.08
2024-03-25,9,AE,Desktop,292096,2245,1390.11,2256,1122,2036,133,67,31,4010.48
2024-03-25,9,AE,Mobile,1072098,7387,4436.79,7443,3081,6807,291,149,66,8010.93
2024-03-25,9,AE,Tablet,72693,508,315.92,511,225,461,26,14,6,723.26
